'Name of school','URL','Street','Address','ZIP-Code','City','Region','Country','Country-Code','Latitude','Longitude'
'Hekima Waldorf School','www.hekimawaldorf.wordpress.com/','P.O. Box 34754','Dar es Salaam,  ',,'Dar es Salaam','Dar es Salaam','Tanzania','TZ','-6.78319978713989','39.2676696777344'
'Assotiation der Waldorfinitiativen in der Ukraine',,'Serafimovitscha 17-a, Schule195','Kiev,  2152',,'Kyiv','Kyiv City','Ukraine','UA','50.4505615234375','30.5242805480957'
'Kindergarten "Blagovest"',,'Yaroslava Mudroho str., 89b','Kryvyi Rih,  50086',,'Kryvyi Rih','Kherson','Ukraine','UA','46.4264106750488','34.2482299804688'
'Kindergarten Dnipro',,'pr. O. Polya 133','Dnipro,  49055',,'Dnipro','Dnipropetrovsk','Ukraine','UA','48.4752616882324','35.0160217285156'
'Kindergarten Stupeni',,'Ilfa i Petrowa str., 31-a','Odessa,  65104',65104,'Odesa','Odessa','Ukraine','UA','46.39571','30.71564'
'Waldorf Kindergarten Sophia',,'Tampere str., 17a','Kiev,  2105',2105,'Kyiv','Kyiv City','Ukraine','UA','50.44523','30.61073'
'Wseukrainskiy wal’dorfskiy pedagogychniy seminar','www.facebook.com/wwps1','Pr. Mira 10','Kiev,  2104',2105,'Kyiv','Kyiv City','Ukraine','UA','50.4444748','30.6183409'
'Alder Bridge School/ Kindergarten','cms.alderbridge.org.uk/','Bridge House, Mill Lane','Reading, Berkshire,  RG7 4JU','RG7 4JU','Reading','England','United Kingdom','UK','51.3985636','-1.1338741'
'Brighton Steiner School/Kindergarten','www.brightonsteinerschool.org.uk','Roedean Road','Brighton,  BN2 5RA','BN2 5RA','Brighton','England','United Kingdom','UK','50.8161326','-0.1002682'
'Bristol Steiner School/Rowan Tree Kindergarten','www.bristolsteinerschool.org','Redland Hill House Redland Hill','Bristol,  BS6 6UX','BS6 6UX','Bristol','England','United Kingdom','UK','51.47246','-2.6105'
'Calder Valley Steiner Kindergarten','www.caldersteiner.org.uk','St. John''s Center, Church Bank','West Yorkshire,  HX7 5TF',,'St John’s','NL','Canada','UK','47.5606384277344','-52.7123184204102'
'Cambridge Steiner School/Kindergarten','www.cambridge-steiner-school.co.uk','Hinton Road','Cambridge,  CB21 5DZ','CB21 5DZ','Cambridge','England','United Kingdom','UK','52.1848209','0.2081343'
'Cardiff Steiner Kindergarten','www.cardiffsteiner.org.uk','Hawthorn Road West','Cardiff,  CF14 2FL','CF14 2FL','Cardiff','Wales','United Kingdom','UK','51.506395','-3.2306781'
'Cobnuts Steiner Kindergarten','www.cobnutskindergarten.co.uk','9 Gatland Lane','Maidstone,  ME16 8PJ','ME16 8PJ','Maidstone','England','United Kingdom','UK','51.2642888','0.4898639'
'Edinburgh Steiner Kindergarten','www.edinburghsteinerschool.org.uk','60-64 Spylaw Road','Edinburgh,  EH10 5BR','EH10 5','Edinburgh','Scotland','United Kingdom','UK','55.9314943','-3.222246'
'Elmfield Rudolf Steiner School/Kindergarten','www.elmfield.com','Love Lane','West Midlands,  DY8 2EA','DY8 2EA','Stourbridge','England','United Kingdom','UK','52.4454322','-2.1464667'
'Greenwich Steiner School','www.greenwichsteinerschool.org.uk','Woodlands, 90 Mycenae Rd','London,  SE3 7SE','SE3 7SE','London','England','United Kingdom','UK','51.4791446','0.0161612'
'Holywood Rudolf Steiner Kindergarten','www.holywood-steiner.co.uk','34 Croft Rd','Co. Down,  BT18 0PR','BT18 0PR','Holywood','Northern Ireland','United Kingdom','UK','54.63948','-5.81545'
'Iona  School/Kindergarten','www.theionaschool.org.uk','310 Sneinton Dale','Nottingham,  NG3 7DN','NG3 7DN','Nottingham','England','United Kingdom','UK','52.9561348','-1.118729'
'Kings Langley Steiner School/Kindergarten','www.rsskl.org','Langley Hill','Kings Langley, Hertfordshire,  WD4 9HG','WD4 9HG','Kings Langley','England','United Kingdom','UK','51.71205','-0.45828'
'Lancaster Steiner School/Kindergarten','www.lancastersteinerschool.org.uk','Lune Road','Lancaster,  LA1 5QA','LA1 5','Lancaster','England','United Kingdom','UK','54.0524','-2.81329'
'Laurel Farm Kindergarten','www.laurelfarmkindergarten.co.uk','17 Carlingcott','Bath,  BA2 8AN','BA2 8','Bath','England','United Kingdom','UK','51.32047','-2.43658'
'Lindens Waldorf Kindergarten and Family Centre',,'Lower Street','Gloucestershire,  GL5 2HT','GL5 2HT','Stroud','England','United Kingdom','UK','51.7431456','-2.2103994'
'London Steiner School','www.londonsteinerschool.org','9 Weir Road','London,  SW12 0LT','SW12 0','London','England','United Kingdom','UK','51.4459853','-0.1442294'
'London Steiner Waldorf Early Childhood Studies (Early Years)',,'Rudolf Steiner House','London,  NWI 6XT',,'London','England','United Kingdom','UK','51.506420135498','-0.127210006117821'
'ManchesterSteiner School  initiative – Apple Blossom Kindergarten',,'37 Zetland Road','Manchester,  M21 8TJ','M21 8TJ','Manchester','England','United Kingdom','UK','53.439546','-2.273746'
'Michael Hall School/Kindergarten','www.michaelhall.co.uk','Kidbrooke Park','East Sussex,  RHI8 5JA','RH18 5','Forest Row','England','United Kingdom','UK','51.0956199','0.03126'
'Michael House School/Kindergarten','www.michaelhouseschool.co.uk','The Field, Shipley','Derbyshire,  DE7 7JH','DE75 7','Heanor','England','United Kingdom','UK','52.99927','-1.33707'
'Moorlands Waldorf Initiative','www.moorlandwaldorf.org','Botton Village','North Yorkshire,  YO21 2 NJ',,'Botton','England','United Kingdom','UK','54.4274597167969','-0.928629994392395'
'Moray Steiner Kindergarten','www.moraysteinerschool.org','Drumduan, Clovenside Road','Moray,  IV36 2RD','IV36 3','Forres','Scotland','United Kingdom','UK','57.61237','-3.59894'
'Nant-y-Cwm Steiner Kindergarten','www.nant-y-cwm.co.uk','Llanycefn, Clunderwen','Pembrokeshire,  SA66 7JQ','SA66 7JQ',,,'United Kingdom','UK','51.8529891967773','-4.77465200424194'
'North London Rudolf Steiner School Early Years Centre','www.rudolfsteiner.london.sch.uk','1-3 The Campsbourne off Hornsey High Street','London,  N8 7PN','N8 7','London','England','United Kingdom','UK','51.58805','-0.11987'
'North of England Steiner Waldorf Early Childhood Studies Programme (NESWEC)','www.neswec.org.uk','132 High Lane','Staffordshire,  ST6 8RU','ST6 8RU','Stoke-on-Trent','England','United Kingdom','UK','53.0741415','-2.1404138'
'Norwich Steiner School/Kindergarten','www.norwichsteinerschool.co.uk','Hospital Lane','Norwich,  NR1 2HW','NR1 2HW','Norwich','England','United Kingdom','UK','52.6169455','1.2981716'
'Puddleducks Kindergarten',,'15 Drudgeon Rd','Omagh, Co. Tyrone,  BT78 1TJ','BT78 1TJ','Omagh','Northern Ireland','United Kingdom','UK','54.55958','-7.36026'
'Ringwood Waldorf School/Kindergarten','www.ringwoodwaldorfschool.org.uk','Folly Farm Lane, Ashley','Hampshire,  BH24 2NN','BH24 2NN','Ringwood','England','United Kingdom','UK','50.8424617','-1.8096261'
'South Devon Steiner School/Kindergarten','www.southdevonsteiner.org','Hood Manor, Dartington','Devon,  TQ9 6AB','TQ9 6AB','South Hams','England','United Kingdom','UK','50.4573974609375','-3.73069190979004'
'St. Albans Steiner Kindergarten','www.stalbanssteinerkindergarten.org.uk','Fleetville Community Centre','St. Albans, Hertfordshire,  AL1 4LQ','AL1 4LQ','St. Albans','England','United Kingdom','UK','51.7523880004883','-0.312370002269745'
'St. Michael Steiner School/Kindergarten','www.stmichaelsteiner.hounslow.sch.uk','Park Road, Hanworth Park','London,  TW13 6PN','TW13 6PN','Feltham','England','United Kingdom','UK','51.4337914','-0.3932939'
'St. Paul''s Steiner School/Kindergarten','www.stpaulssteinerschool.org','1 St. Paul''s Road','London,  NI 2QH','N1 2','London','England','United Kingdom','UK','51.5467262','-0.0887121'
'Steiner Academy Bristol/Kindergarten','www.steineracademybristol.org.uk','Mottistone Building','Bristol,  BS16 2JP',,'Mottistone','England','United Kingdom','UK','50.6516990661621','-1.42657995223999'
'Steiner Academy Exeter/Kindergarten','www.steineracademyexeter.org.uk','Thomas Hall Cowley Bridge Road','Exeter, Devon,  EX4 5AD','EX4 5AD','Exeter','England','United Kingdom','UK','50.7417982','-3.5463729'
'Steiner Academy Frome/Kindergarten','www.steineracademyfrome.co.uk','Park Road, Frome','Somerset,  BA11 1EU','BA11 1EU','Frome','England','United Kingdom','UK','51.2288849','-2.3253492'
'Steiner Academy Hereford/Kindergarten','www.steineracademyhereford.eu','Much Dewchurch','Hereford,  HR2 8DL',,'Much Dewchurch','England','United Kingdom','UK','51.9769096374512','-2.7557098865509'
'Steiner Waldorf Schools Fellowship - Early Years Group','www.steinerwaldorf.org.uk','11 Church Street','Stourbridge,  DY8 1LT','DY8 1LT','Stourbridge','England','United Kingdom','UK','52.45458','-2.1428922'
'Summerhouse Kindergarten',,'46 St Andrews Road','Bristol,  BS6 5EH','BS6 5EH','Bristol','England','United Kingdom','UK','51.467671','-2.5871173'
'Sunlands Kindergarten',,'Gannicox House, 57 Cainscross Road','Gloucestershire,  GL5 4EX','GL5 4ET','Stroud','England','United Kingdom','UK','51.7445665','-2.2228708'
'The Ark at Steiner Academy Exeter','www.exwickark.co.uk','c/o The Exwick Old School, Exwick Road','Exeter,  EX4 2AT','EX4 2','Exeter','England','United Kingdom','UK','50.73052','-3.54891'
'The Children of One End Street','www.oneendstreet.com','1 Gloucester Street','Gloucestershire,  GL5 1QG','GL5 1QG','Stroud','England','United Kingdom','UK','51.7465267','-2.2172289'
'The Children''s Garden Kindergarten','www.thechildrensgarden.org.uk','Grove Gardens Chapel, Richmond Old Cemetery','Richmond, Surrey,  TW10 6HP','TW10 6HP','Richmond upon Thames','England','United Kingdom','UK','51.4570617675781','-0.289774000644684'
'Willow Tree Kindergarten','www.willowtreekindergarten.org.uk','c/o 161 Dovercourt Road','Bristol,  BS7 9SF','BS7 9SF','Bristol','England','United Kingdom','UK','51.4858832','-2.5757959'
'Wynstones School/Kindergarten','www.wynstones.com','Whaddon Green','Gloucester,  GL4 0UF','GL4 0UF','Stroud','England','United Kingdom','UK','51.8222198486328','-2.24305891990662'
'York Steiner School/Kindergarten','www.yorksteinerschool.co.uk','Danesmead Fulford Cross','York,  Y01 4PB','YO10 4','York','England','United Kingdom','UK','53.94311','-1.07539'
'A Child''s Garden of Thyme','www.achildsgardenofthyme.com','710 Eucalyptus Street','Oceanside, CA 92054',92054,'Oceanside','CA','United States','US','33.18641','-117.36909'
'Acorn Hill Waldorf Kindergarten and Nursery','www.acornhill.org','9504 Brunett Avenue','Silver Spring, MD 20901',20901,'Silver Spring','MD','United States','US','39.011442','-77.023811'
'Acorn School','www.acornschoolhouse.co','2911 Luca Turnpike','Accord, NY 12404',12404,'Accord','NY','United States','US','41.8124084472656','-74.2535400390625'
'Alabama Waldorf School','www.alabamawaldorf.org','1220 50th Street South','Birmingham, AL 35222',35222,'Birmingham','AL','United States','US','33.521811907963','-86.7561643893414'
'Alkion Center','www.alkioncenter.org','330 County Rte 21C','Ghent, NY 12075',12075,'Ghent','NY','United States','US','42.2706724262741','-73.5938619800573'
'Anchorage Waldorf School','www.waldorfak.org','3250 Baxter Road','Anchorage, AK 99504',99504,'Anchorage','AK','United States','US','61.19121','-149.76444'
'Apple Blossom Nursery School','www.appleblossomschool.com','3218 SE 53rd Avenue','Portland, OR 97206',97206,'Portland','OR','United States','US','45.49932','-122.60774'
'Apple Blossom School and family Center','www.appleblossomschool.org','44 Danbury Rd.','Wilton, CT 6897',6897,'Wilton','CT','United States','US','41.1664146249142','-73.4172738648272'
'Ashwood Waldorf School','www.ashwoodwaldorf.org','180 Park Street','Rockport, ME 4856',4856,'Rockport','ME','United States','US','44.1936','-69.10538'
'Aurora Waldorf School','www.aurorawaldorfschool.org','525 West Falls Road','West Falls, NY 14170',14170,'West Falls','NY','United States','US','42.708402','-78.674264'
'Austin Waldorf School','www.austinwaldorf.org','8700 South View Road','Austin, TX 78737',78737,'Austin','TX','United States','US','30.2303857089695','-97.912413869225'
'Azalea Mountain School','www.azaleamountain.org','27 Balm Grove Ave','Asheville, NC 28806',28806,'Asheville','NC','United States','US','35.57957','-82.5874'
'Bay Area Center for Waldorf Teacher Training','www.bacwtt.org','77 Mark Drive','San Rafael, CA 94903',94903,'San Rafael','CA','United States','US','38.01439','-122.53787'
'Bay School, The','www.bayschool.org','17 Bay School Drive','Blue Hill, ME 4614',4614,'Blue Hill','ME','United States','US','44.4037743520973','-68.5941537464954'
'Bayou Village School','www.bayouvillageschool.org','3701 Hardy Street','Houston, TX 77009',77009,'Houston','TX','United States','US','29.79448','-95.35251'
'BeeLoved Farm Playschool','www.beelovedfarm.com','2949 Ponderosa Road','Shingle Springs, CA 95682',95682,'Shingle Springs','CA','United States','US','38.69464','-120.93964'
'Berkeley Rose School','www.berkeleyrose.org','1442A Walnut St,#395','Berkeley, CA 94709',94709,'Berkeley','CA','United States','US','37.8841550000004','-122.268619999987'
'Bird Song Children''s Garden','birdsongolympia.com','616 Thomas Street NW','Olympia, WA 98502',98502,'Olympia','WA','United States','US','47.05092','-122.92046'
'Boulder Valley Waldorf School','www.shepherdvalley.org','6500 West Dry Creek Parkway','Niwot, CO 80503',80503,'Longmont','CO','United States','US','40.0904412897301','-105.183496160637'
'Boulder Waldorf Kindergarten','www.boulderwaldorf.com','4072 19th Street','Boulder, CO 80304',80304,'Boulder','CO','United States','US','40.04954','-105.27237'
'Bright Water School','www.brightwaterschool.org','1501 10th Ave. East','Seattle, WA 98102',98102,'Seattle','WA','United States','US','47.63267','-122.32139'
'Brooklyn Waldorf School','www.brooklynwaldorf.org','11 Jefferson Ave.','Brooklyn, NY 11238',11238,'Brooklyn','NY','United States','US','40.6825158461921','-73.9570034685363'
'Camellia Waldorf School','www.camelliawaldorf.org','5701 Freeport Boulevard','Sacramento, CA 95822',95822,'Sacramento','CA','United States','US','38.5214517074653','-121.498164176964'
'Casa Verde Spanish Immersion',,'10611 Atwood Court','San Diego, CA 92131',92131,'San Diego','CA','United States','US','32.93194','-117.09992'
'Cedar Springs Waldorf School','www.cedarspringsonline.com','6029 Gold Meadows Road','Placerville, CA 95667',95667,'Placerville','CA','United States','US','38.69186','-120.86358'
'Cedarwood Waldorf School','www.cedarwoodschool.org','3030 SW 2nd Avenue','Portland, OR 97201',97201,'Portland','OR','United States','US','45.5012','-122.67946'
'Charlottesville Waldorf School','www.cwaldorf.org','120 Waldorf School Road','Charlottesville, VA 22901',22901,'Charlottesville','VA','United States','US','38.05691','-78.46331'
'Chicago Waldorf School','www.chicagowaldorf.org','1300 W. Loyola Ave.','Chicago, IL 60626',60626,'Chicago','IL','United States','US','42.0014623415354','-87.6636956735919'
'Cincinnati Waldorf School','www.cincinnatiwaldorf.org','6743 Chestnut Street','Cincinnati, OH 45227',45227,'Cincinnati','OH','United States','US','39.146277','-84.380355'
'City Garden Waldorf School','citygardenschool.com','920 W. 19th Street','Chicago, IL 60608',60608,'Chicago','IL','United States','US','41.85692','-87.6491'
'City of Lakes Waldorf School','www.clws.org','2344 Nicollet Ave. South','Minneapolis, MN 55404',55404,'Minneapolis','MN','United States','US','44.959468','-93.278377'
'City School, The','www.thecityschoolla.org','17424 Sherman Way','Lake Balboa, CA 91406',91406,'Los Angeles','CA','United States','US','34.20056','-118.51289'
'Clove Hill Nursery','www.clovehill.net','400 Settler''s Bend','Lowry Crossing, TX 75069',75069,'Lowry Crossing','TX','United States','US','33.171352','-96.541533'
'Cobb Meadow School','www.cobbmeadowschool.org','273 Cobb Meadow Road','Dublin, NH 3444',3444,'Dublin','NH','United States','US','42.915441','-72.040607'
'Corvallis Waldorf School','www.corvalliswaldorfschool.org','3855 NE Highway 20','Corvallis, OR 97330',97330,'Corvallis','OR','United States','US','44.5982','-123.2218'
'Cottage Garden, The','www.thecottagegarden.org','135 Cottage Street','Amherst, MA 1002',1002,'Amherst','MA','United States','US',42385,'-72.51551'
'Da Vinci Waldorf School','www.davinciwaldorf.org','150 West Bonner Road','Wauconda, IL 60084',60084,'Wauconda','IL','United States','US','42.27693','-88.14551'
'Dandelion Playgarden','www.waldorfpreschools.org','575 Harrison Street','Sebastopol, CA 95472',95472,'Sebastopol','CA','United States','US','38.4065','-122.82773'
'Davis Waldorf School','www.daviswaldorf.org','3100 Sycamore Lane','Davis, CA 95616',95616,'Davis','CA','United States','US','38.57076','-121.7663'
'Denver Waldorf School, The','www.denverwaldorf.org','2101 S. Pennsylvania St.','Denver, CO 80210',80210,'Denver','CO','United States','US','39.67833','-104.98192'
'Detroit Waldorf School','www.detroitwaldorf.com','2555 Burns Avenue','Detroit, MI 48214',48214,'Detroit','MI','United States','US','42.3645540014161','-82.9971595945919'
'East Bay Waldorf School','www.eastbaywaldorf.org','3800 Clark Road','El Sobrante, CA 94803',94803,'El Sobrante','CA','United States','US','37.961809','-122.303526'
'Emerson Waldorf School','www.EmersonWaldorf.org','6211 New Jericho Road','Chapel Hill, NC 27516',27516,'Chapel Hill','NC','United States','US','35.98711','-79.07807'
'Escuela Micael','www.escuelamicael.org','Rd. 110 KM 30.5','PR,  ',59937,'Whitefish','MT','United States','US','48.3160765153539','-114.336215376745'
'Eugene Waldorf School','www.eugenewaldorf.org','1350 McLean Boulevard','Eugene, OR 97405',97405,'Eugene','OR','United States','US','44.02458','-123.11383'
'Evergreen Garden Playschool','www.evergreengardenplayschool.org','270 Barnum Road','Devens, MA 1434',1434,'Devens','MA','United States','US','42.5408389233295','-71.6077421093878'
'Four Winds Waldorf School','www.fourwindswaldorf.org','30 W 160 Calumet Ave.','Warrenville, IL 60555',60555,'Warrenville','IL','United States','US','41.8248900299955','-88.2103099971246'
'Garland School, The','www.thegarlandschool.com','60 Austine Drive (Croker Hall)','Brattleboro, VT 5303',,'Brattleboro','VT','United States','US','42.8527412414551','-72.5582885742188'
'Great Barrington Rudolf Steiner School','www.gbrss.org','35 West Plain Farm Road','Great Barrington, MA 1230',1230,'Great Barrington','MA','United States','US','42.189499','-73.408632'
'Great Lakes Waldorf Insitute','www.greatlakeswaldorf.org','2118 N. 69th Street','Wauwatosa, WI 53213',53213,'Wauwatosa','WI','United States','US','43.0573256205489','-87.9985639242134'
'Great Oak School','www.greatoakschool.org','715 East Carrell Street','Tomball, TX 77375',77375,'Tomball','TX','United States','US','30.105003045786','-95.6078762393093'
'Green Meadow Waldorf School','www.gmws.org','307 Hungry Hollow Road','Chesnut Ridge, NY 10977',10977,'Chestnut Ridge','NY','United States','US','41.0840397215826','-74.063250509647'
'Haleakala Waldorf School','www.waldorfmaui.org','4161 Lower Kula Road','Kula, HI 96790',96790,'Kula','HI','United States','US','20.7660104690015','-156.325772367155'
'Hartsbrook School, The','www.hartsbrook.org','193 Bay Road','Hadley, MA 1035',1035,'Hadley','MA','United States','US','42.330005','-72.563907'
'Hawthorne Valley Waldorf School','www.hawthornevalleyschool.org','330 County Route 21 C','Ghent, NY 12075',12075,'Ghent','NY','United States','US','42.2706724262741','-73.5938619800573'
